"interaction_id","customer_id","lead_id","interaction_dt","channel","subject","details","listing_id","outcome"
306,95,NULL,"2025-01-11 02:21:14.372702","call","Conference entire whatever send beautiful fly while.","Inside stand book probably evening determine. Argue body garden certainly top break such. Service per full either remember boy challenge.
Provide from live do pressure institution. Build development design late enough yard season. Note around bring blue.
New Congress study dog his. Whole notice safe bag message. Prevent building often may professional teach assume late.",181,"no_response"
307,135,41,"2025-11-21 07:13:35.194613","text","Pay any another there almost.","Only husband must owner reduce could.
Huge operation serve hope. Explain several structure down answer get.
Stand note pretty issue after boy heart. Arm bit perhaps hard. Source yeah painting.
Him Democrat material often government group mouth.
Be hair success itself run. Eight north early try western black. Shoulder improve nature rule. Light two picture.",188,"follow_up_needed"
308,23,268,"2025-01-11 19:13:43.772999","email","Leg better guy believe ahead young.","Camera home itself record will. Effect probably catch without.
Think firm begin full fear glass. Something key professor sometimes because. As off top adult suddenly worry. Agreement there whatever friend us.
Task institution power type certain. Inside east tough past.
Wish soldier pull leader idea sea magazine reduce. Popular consider whose drive study.",NULL,"follow_up_needed"
309,20,340,"2025-11-27 13:20:35.010233","other","Build simply indeed deal traditional position group.","Be young when. Teacher gas measure study. Camera wide better friend some.
Turn think bank would wife nearly degree. Poor trade appear food.
Every young reveal. Safe admit law name side responsibility head.
Set future far medical. Sure concern subject scene think fund.
Else value summer down explain character general. Increase hair minute seem her create particularly responsibility.",NULL,"no_response"
310,137,160,"2025-09-29 00:11:29.561656","call","Majority why statement because card source.","Condition name couple thought. Face talk back offer authority. Entire recently game hand list.
Up sense heavy gas in street. Magazine seek amount figure. Ready look environmental place why future.
Return common yes another candidate fall condition discuss. Before yard find write product cover son. Trouble specific performance later season truth.
First when party kind. Stuff wind use.",88,"follow_up_needed"
311,108,241,"2025-07-02 02:59:51.1858","text","Together movement hundred get again nature.","Decision rate consider least relationship more. Town scene account future Democrat film more. Term against significant important stage represent ground. Some fire degree good other clearly note.
Door authority them side garden door. Energy reflect wife term we image risk.
Name we newspaper certain degree require quickly. Sometimes everything smile property few field great.",85,"negative"
312,192,19,"2025-11-09 07:19:41.470031","text","Deep over follow happen.","Right sing structure kid stuff action. Soldier kid team design want while.
Ago table partner degree hundred house anything. Gas water deep break out set situation. Weight near citizen various north base subject decision.
Kind performance field. Fund guy hospital budget behind beautiful. Card wide four show play claim.",153,"no_response"
313,147,323,"2024-12-25 18:23:25.136477","call","His defense name focus exist.","By central available pay.
Father beyond bad will where then each. Off pay doctor young reduce president continue. Close west final.
Interview trouble option animal sometimes stage identify. Cut natural need her impact face raise.
Our write lose.
Real family probably continue program our. Adult boy before hair true appear class develop.",44,"negative"
314,125,NULL,"2025-07-14 14:26:23.817317","call","Travel form western recently Congress.","Floor dinner beyond special view say. Style these goal a hold under expect. Add whom staff road approach city.
Example official current weight change rock mother. Room Republican theory measure more better hundred. Wait threat rich morning expect find.
Finish produce section. Billion effort water believe stock usually.
Adult point market end cause ahead. Apply power family skill though kind.",74,"neutral"
315,72,143,"2025-01-07 11:07:43.225498","text","Quite teacher traditional.","Maintain office glass skill follow wait particular. Card boy position lay. Almost as never example add recognize suggest ready.
Sit reality us. Likely political beyond bill fire.
Short three few level. Make success everything item drop know. Same shake key gas information range.
Fast however president relationship behind if. Hard specific wrong catch audience management involve.",158,"negative"
316,190,58,"2025-01-02 02:11:16.161247","email","Animal bank law figure.","Behavior finish little job yes thank ever. Country may control attack.
Sound much enjoy sister see meeting. See amount Congress.
Large run important explain form condition. Quickly art common person blue. Station product huge job personal two.
Simple company learn capital senior dog break.
With meeting improve realize decade wind. Go old watch them another. Now pressure read west.",152,"follow_up_needed"
317,61,90,"2025-09-21 06:58:56.224745","meeting","Outside enough lay bank doctor make paper.","Student issue time. Eat military activity raise. Radio common line.
Point room need personal instead place.
Participant chance weight. Campaign natural human again.
Standard similar toward response change coach century. Else environmental together thing sure. Democrat modern popular bank serious once organization.",180,"neutral"
318,38,17,"2025-04-25 09:59:48.482891","showing","View trade dream dinner.","Ball employee product stay. Land child agreement anything enough. Traditional truth PM yard soon sign close.
Party team customer despite education teacher. Positive modern situation just especially develop.
Hundred above possible.
Ability week maintain western section. Lot guy meet ok kid main. Road treatment first subject.
Forward develop deep she operation. Continue move us.",22,"neutral"
319,106,NULL,"2025-05-05 03:47:31.330685","meeting","Respond today land approach live risk store.","Both fly form really.
Their look happy amount industry resource term. Reality smile so nor amount. We red major man to school middle.
Special with worker. Support despite put ability turn nice difference.
Look wind single religious so adult speak. Personal area style meeting task act seem especially.
Kid detail character represent hard. Some establish tonight.",NULL,"neutral"
320,188,327,"2025-09-29 15:19:58.180419","text","Increase cultural American development as hold attack.","Nation look life here partner. Seek suggest standard evening ever ask nation. Amount gas protect key.
Free least address bill mean another. Career me compare difference capital political little.
Reality story citizen reach successful collection sing. Drop tend red develop.
Himself tell my individual keep half. Keep let letter president meeting every ago country.",148,"positive"
321,103,60,"2025-06-02 09:09:13.066898","meeting","Interview face with small.","North shake lose cover. For series others. Travel be actually allow sure likely door. Yeah million woman run.
Police audience music quickly answer treatment control. Run because current person.
Listen them possible them. Process glass why shoulder treatment.
Million management outside company executive just. Two away find impact hot hold nothing.",119,"negative"
322,181,273,"2025-07-07 11:54:41.902058","meeting","Matter baby water wall.","Firm trial research new half. Avoid common tough commercial remember series save. Current first candidate whose medical explain discover public.
Third matter agreement thus. Great recent around enter. Another woman must matter.
Factor trial however industry. Message ago will majority others entire past.
Go defense indeed three movement sort most. Say big other herself nor.",175,"follow_up_needed"
323,4,272,"2025-04-26 13:21:56.041396","text","Send get southern old degree.","Very between structure. Ten nature remain window pay clearly.
Size probably fly can company pay thus. Product though continue little. Especially experience single speak upon personal.
Laugh first car. Sit light key down heart.
Course action kitchen thus imagine myself husband. Identify lot two actually. Structure where learn level carry pay rich matter.",NULL,"follow_up_needed"
324,175,162,"2024-12-07 08:56:47.241748","call","Section exactly feeling wonder even conference.","Difference foreign husband remember care order wish. Bank maintain feel voice.
Country perform understand same glass education. Listen produce soldier. Director provide bit hear course.
Instead thank they almost. Force cut population sense economy. Wind billion conference from month represent painting growth.",NULL,"positive"
325,157,NULL,"2025-03-20 21:18:06.298187","other","Create Congress listen laugh meeting follow fish.","Type left however minute point game fund. Prove fine social technology exist want discuss.
Relationship final wind audience station international change. Anything base politics staff world class husband.
Mrs music state call would onto ago. For huge staff institution seven everyone require. Although wish I finally single television. Machine forget star decision minute.",111,"negative"
326,66,137,"2025-11-07 14:46:53.46979","other","Involve focus else particular trouble shoulder.","Again charge Mr bar always day cold.
Important bed night meet memory image. Final person region throughout hot. Well reason sing generation.
Shake value class artist be card theory bring. Happy lead would woman choose.
Where less house hour. Heavy eye paper skill. Most body protect shake listen.
Just senior trade final.
Determine wrong travel enter bring sea act.",NULL,"no_response"
327,188,346,"2025-04-06 13:48:56.467988","other","Blood exactly run impact his.","Cost week participant law their cover positive. More allow speech face person successful. Democratic growth TV pretty work attention.
Provide note ball under option operation can course. Office door account similar hold even.
From white teacher wife. Question onto beyond fine side audience. Also seven mean program.
Later east second involve summer wall at what.",NULL,"no_response"
328,47,267,"2025-08-04 20:09:05.082528","text","Remain wait military spend consumer pay.","Executive behind because girl television. Democrat rule per recently space in of. Letter across here.
Center drive serve white yard serve could. Plan office though those bar theory player. Fight low always.
Recently reach land can themselves. Gun degree citizen successful. Democratic doctor recent house something.
Around the decade morning lay top. Time discussion able employee.",177,"no_response"
329,4,5,"2025-03-11 05:03:08.874164","meeting","Describe along shake on apply.","Time drop effect professional stuff recent area more. Theory identify factor money health miss field. Goal support key mission. Friend really success though find center compare.
Age owner chair growth remain station. Particular case cost summer bed. Around which great course society wish.",NULL,"positive"
330,73,229,"2025-05-07 00:08:38.398474","text","Their response its with.","Central think issue green type picture home. Only attack put they now despite agreement each. Send unit yourself us turn protect put.
War model represent impact. Important perhaps least age how between respond.
Sort analysis us southern personal but. Husband sense their those beat never part. Maintain safe just call.",186,"neutral"
331,169,318,"2025-07-11 03:31:22.955225","email","Enter free charge if necessary by.","Standard father language old ability capital easy market. Allow staff listen east.
Half story build Congress speech southern dark. Meet nor statement article important. Western daughter wife bank case.
Position evidence worry decide. So modern hit thousand.
Present not manager. Glass radio feeling far people. Natural develop believe grow.",153,"no_response"
332,34,62,"2025-01-09 07:57:47.633075","meeting","Structure his candidate onto court nature book.","There toward wall send example. Single store sit.
Sure role get yeah everybody movie approach. Claim rest woman rather. Benefit worker interest its.
From large court risk. Effort even threat but source. If major political.
Surface whom court. Decade everybody customer risk bill raise.
Cold know risk generation especially. Least draw decision election table. Within worry information peace.",155,"no_response"
333,179,NULL,"2025-11-04 04:26:38.412678","email","Fund think they.","Cell consumer bar radio phone civil. Almost figure plant. Product example whole yourself could.
Political need health should decision structure soldier. Best professional in myself. Help not policy country the meet.
Pattern paper look reason fly. Style report to family. Rise easy claim hope market man. Ok the choose decade me myself.",29,"negative"
334,164,339,"2024-12-02 09:23:57.290937","meeting","Quality else off audience push push.","He establish management government with up.
Range sort rest wish through leader sound. Big message end hand clearly north. Few over instead former free.
Choice well degree apply. Main already nothing language wonder. Prove item cold north nature despite.
Best high sometimes successful ok. Meeting change public summer beyond.",NULL,"negative"
335,83,342,"2025-05-03 08:59:36.599042","text","Though enjoy standard model join.","Current about as beautiful best pay economy. Production world hour owner. Mean several rather require.
Result new left weight again. Back ask south seven on. Move five small suffer trip eye hospital find.
Financial father bank cold coach quickly. Not since despite least nice anyone door.",NULL,"neutral"
336,98,142,"2025-04-01 15:34:10.69975","meeting","Author network join subject environmental put can.","Stay large adult defense everything animal. Even seat month develop growth summer. Space me magazine way production. Responsibility industry whom week really executive wrong.
Down notice alone own. Serious amount hot less difficult.
Establish white decide become early west. Somebody move around fly bill such class.",NULL,"negative"
337,68,NULL,"2025-05-13 20:38:22.3877","email","Sometimes party among political usually themselves.","Decade her again six understand reach however. Plan return these soldier. Worker test style science ten.
Last modern purpose laugh level. Item Mrs name lay what situation real. Edge including few.
Its determine history send hospital wish. Project box trouble central process cell compare. Town whose consumer arm.",209,"follow_up_needed"
338,166,103,"2025-07-06 09:09:51.06785","meeting","Condition candidate strategy perform.","Thousand attack decide address. Fly listen environment according need. Any right line father point understand. Word page Mrs cultural.
Institution fine dream style significant night because nature. Research design economic. Store truth see section street.
Audience rest artist material increase paper. Thousand inside town result movie measure.
Huge western own. Sometimes throw official clearly.",46,"positive"
339,28,221,"2025-09-16 12:11:35.64412","meeting","Out military avoid according citizen challenge something.","You key down alone person. Environment accept water data seven. Economy fund magazine catch our.
Southern may near little. Analysis Democrat candidate prove couple area assume.
Others behavior factor drive. Know official special up dream financial before prove. Work feeling give focus.",165,"negative"
340,65,38,"2025-05-01 15:11:51.449614","meeting","Feeling shoulder manage.","Because we read three as reveal money way. Tv player deep hit benefit long. Claim stuff to floor charge some measure.
Financial travel walk.
Industry agency successful media poor. Scientist probably beautiful security add else southern service. Decision against model key myself kid up.
Claim the mission effect break. Quickly focus present technology raise. Arrive lose live agreement.",187,"positive"
341,1,NULL,"2025-04-14 10:57:11.094314","call","Throw voice themselves.","Cold yet table enough herself. Different stuff detail require once. Resource possible me character.
Professor laugh expert inside far discussion. Argue staff describe they project.
Since may growth message glass gas take. By charge week movement almost see. Every as notice system edge drive various draw.
Sport strong the recent. Scientist task from simply game price.",164,"follow_up_needed"
342,148,169,"2025-05-13 15:19:05.095139","call","Assume teach western sea how away.","There order effort box cold boy. American law toward upon ever.
Start small soon present piece beyond all.
Take kid drop strategy. Involve compare happy develop seven sure skill.
Big word capital worker stay. Beyond continue produce effort age today. Allow fine culture.
Base direction although and certainly list second. Wish most make. Work might end carry director ball night.",NULL,"no_response"
343,217,252,"2025-01-20 06:12:24.49755","other","Remember father hold discussion through everything experience.","Upon machine perform partner style season cup public. Accept hard ball window. Scientist let so spend test country.
Face economic evening. Gun note truth stop.
Like fact dream manage weight born enjoy. Central again woman. Nation social someone.
Before break federal man health number Mr join. System town education figure.
Voice four feeling end sell. Win throughout again method time never month.",104,"positive"
344,210,2,"2025-04-30 13:27:08.271245","meeting","Research simply myself concern decide term current development.","Loss fine end theory. Local reason agreement here.
Food Congress happen until close return easy. Meet mean positive. Role stand second skin education process miss.
Different player student tough animal of prevent. Yeah move war political total than reveal.
Service image third reveal wide. Discussion go just someone.",177,"positive"
345,103,184,"2024-12-20 22:55:44.597865","call","Trip north century product upon third people.","Guess mouth hand black else order. Serious turn should language first laugh health. Task ok send change he maintain.
Little ready discover eye similar. Sense discover born better hour apply.
Part forget deal again. Sign those type hotel.
At computer grow floor young. Local raise owner how make.",78,"positive"
346,195,175,"2025-10-13 00:38:49.396095","text","Clearly black foot change sort card.","Suddenly western Mrs still through upon same. Bed issue on include. Despite society build say leader show.
Operation specific fear main say agency. Game through window kind skill. Six lead big itself least character spend each.
Send determine although. Operation way common remember policy statement new. Listen make daughter physical.",118,"neutral"
347,170,21,"2025-07-21 03:11:31.8297","email","Defense feel tonight model south ability per.","Put lead program that clear doctor positive simply. Hold in child room. War name of these notice music think discussion.
Laugh into perhaps history tell campaign draw. Adult soon guess. Either prepare every.
Discuss matter anything at fish chance name. Above worry politics others.
System turn prevent risk Mr I true. Health relationship increase end. Need about three night.",NULL,"negative"
348,125,55,"2025-04-24 16:13:10.896755","call","Support great marriage appear.","Speech cut senior compare worry purpose miss. Performance Republican cost.
Back if effort newspaper language wish fast know. Nothing western week quickly quite these. Reveal up feel.
Sell card environmental. Reach southern onto include response state.
May subject back investment. Analysis discussion resource risk animal under truth. Likely I walk another condition add possible.",92,"follow_up_needed"
349,185,72,"2025-11-20 05:58:32.138631","showing","Control personal challenge think age guess.","Education bag country skin four give forget.
Know hope indeed party. Instead summer vote ago outside. Imagine memory pattern lot.
Arrive role risk Republican. Expert cultural act big. Speech member water wait officer.
Although probably spend again our rock natural. Not development successful author election official manager.
Process effect music pass theory. Report tonight level fire up country.",7,"neutral"
350,165,33,"2025-05-31 18:37:50.089617","text","Rest medical strategy future.","Wrong officer political approach. Season leg seven management discussion message test.
Eight west create president. Rock population particular fine feeling size.
Wall sport use almost. Without hair heart recent reason voice employee.
Attack director teacher today as expect population. Light teach main college first remain. Board think attorney upon ten.",NULL,"follow_up_needed"
351,5,231,"2025-08-15 19:44:32.59565","call","Shoulder travel minute.","Task choose decision argue. Student make form bring writer consider create.
Sound street up treat.
Car party dark opportunity certain share deal let. Property small among possible method. Many people create.
Mean could ever but. Hard bring kid range certainly rule four. Material result budget tough always war.",NULL,"negative"
352,207,22,"2025-03-31 05:36:34.176528","other","Huge body him hospital.","Party senior decision authority young stop. Challenge movie success attack establish surface nearly prove. Congress late hundred read group whole amount may.
Must those over talk wear. Similar teacher hit anyone drive six little month. Official eye policy name three should suddenly how.
Often use number hand film generation. Black not off adult.
Let create mouth time these form after.",55,"no_response"
353,138,348,"2025-03-05 07:02:04.187479","email","Fight bad common.","Case campaign step because. Feeling even positive method go certainly.
Recently adult reality home move they. Bill three machine oil season discuss wait.
Vote relationship plant small action couple. Commercial film during concern push fear exist. Bill away new. While year this day pretty financial.
Event half allow choose. Economy bar city. Movie interesting lead generation fall time.",NULL,"no_response"
354,126,37,"2025-06-06 11:19:07.229905","other","Six relationship live start.","Entire hope Mrs discuss. Why situation exactly free agreement. Safe down similar plan person strong it. Reveal window provide question make we eat church.
Page power east catch. Unit author idea. Population identify group open treat treatment edge he. Return image grow model him trade.",37,"positive"
355,167,317,"2025-08-04 16:32:38.091403","email","Heart institution that area identify east.","Civil leg hotel hit ready which.
Author design reflect series decide. Local here return site manage. Treat control sign computer either lot find.
Suggest project policy side. Card save certain window.
Strong on term network large. Outside expert wrong subject available find take.
Business suggest get white rich family already. Line worker century social view me. Minute air surface every avoid.",180,"positive"
356,211,26,"2025-11-10 18:10:34.859604","call","Your try those character dream herself.","Hundred should purpose. Decade line or war. Visit foreign television half.
Open affect grow son. Despite necessary stuff up case stage.
Sure arm still smile second we.
Shake actually news analysis firm choose. Deep policy president be yes. Memory clear water step argue book in see.
Claim much project. Modern system either media. Treatment thousand team operation system step.",NULL,"follow_up_needed"
357,28,303,"2025-02-21 20:18:53.701267","call","Family center wall letter section.","Soon its whose ask should value. No baby important about woman film.
Keep management into agree significant will. Usually citizen wear herself benefit task see.
Admit factor must agreement lead. Room record war total dark born onto. Interview so once house health site check little.",210,"follow_up_needed"
358,52,316,"2025-10-10 19:34:06.477487","meeting","Culture ten garden interest later vote wrong.","Ball upon base power by smile dinner. Situation their idea organization.
Represent since exist own deal side. Late model quite himself on impact world.
Mouth subject purpose lot. Entire ok blue plant toward. Kid piece general beautiful magazine information design song.
Include charge alone big. Spend term item indeed which type.",206,"negative"
359,174,NULL,"2025-02-08 23:20:22.069297","meeting","Matter author call animal issue news past citizen.","Yard whole once point. South address citizen step myself weight should. Rate fall there high hit.
Goal ability policy question. Trial nature toward anyone employee hear. This move song peace change television tend.
Shoulder unit get.
Position figure boy evening police bar probably. Decision expect century. Yourself us level two attack matter. Strong investment modern line social.",NULL,"negative"
360,215,295,"2025-04-27 17:39:47.134716","email","Group staff big different sometimes reflect.","Where teacher although heavy. Range cause down again.
Them unit store. Of machine create far natural reason however serious. Certainly recent few yard life real few.
Find sometimes provide level hard. Summer become while huge because color.
Very per act true week onto special bank. Care bill fund source relationship.",83,"positive"
361,37,172,"2025-07-07 17:28:23.880706","meeting","Act can world beautiful no.","Sign civil dinner back. Just hour than man control ever church. Under road record whether might by. Vote note source ok.
Represent city enough concern then effort tax agree. It toward beat generation picture really. Apply opportunity step red. Standard hit necessary security night.",71,"neutral"
362,149,284,"2025-06-10 12:45:14.68747","call","Current difference million film.","Work choice arrive through. Less section issue notice hear cost.
Manage cost those. Church ability energy involve office seat Mrs. To thousand attorney join.
Lose Congress issue author major. Treat little stage apply certain factor.
Individual best movement actually.
Affect size turn beautiful. Pm student down space together.
Song easy bed attention thing order. Approach state bag open central.",63,"neutral"
363,41,324,"2025-05-16 03:13:24.814082","call","Paper leg situation.","Early whose only would could model. We difficult technology leave possible.
Pull friend recognize somebody grow example color. Day eight compare response present.
Trial act modern charge spring kitchen. Throughout professor event. During fund strong skill term other.
Recently next large care star economy. Wind former watch serve natural seat soldier.",200,"follow_up_needed"
364,181,4,"2025-03-03 14:42:57.910552","other","Instead should cut industry realize.","Home pattern require affect. Place tough game. Real eye office Congress see herself western assume.
Boy president site. Clearly floor environmental important trouble. Budget design him trial practice fast your. Reach agency more good future.
Data rise white forget own together stay. Trouble wish box course attorney resource. Sea head environmental card contain indeed.",23,"no_response"
365,203,NULL,"2025-06-05 14:41:53.837158","meeting","Center suffer say right international.","Upon grow design out yet. End them want main very husband scientist. Us fill individual military order.
Future claim country ok. Than we air.
Majority box couple myself country admit clearly. Special whom phone.
Though clearly data investment but safe baby. Attorney blue system wall shoulder unit. Quality wish real or watch allow.",207,"neutral"
366,106,328,"2025-04-27 17:55:59.383396","email","Start discover imagine summer professional.","Friend the road behavior piece. Yourself black table company.
Attorney agree red avoid choice beat adult. Because least test offer property remain help. With describe opportunity learn scientist.
We money risk culture social history. Foot choose food idea day. Debate detail act development according lead high.",116,"neutral"
367,128,20,"2025-08-21 04:41:49.2568","showing","Movement safe factor field.","Step prepare late management place short. Policy little she lay happen. Door whether team goal enjoy.
Charge movement remember leader. Hit argue main site top officer.
Position herself paper health. Hard father name than. Stay father around well young sort friend account.
None establish evening teach town season. Station whatever guess into there at early.
Worker senior foreign.",184,"positive"
368,143,155,"2025-09-10 02:39:42.387912","email","Option development company.","Under father ten be out pressure leg.
Decision book resource whether chance always reflect. Firm between deep save may. Effect market travel or decade term radio.
Move than speak food say now. Fire black factor inside.
Dream manage three dog world.
Next identify allow surface practice. Feel child second those anyone. Often eat market record off any.",2,"neutral"
369,159,272,"2025-06-20 05:00:48.063102","text","Nature travel approach best moment everybody.","Leader guy play put.
Concern try fund drive cut. Each name federal choice bill agreement generation.
American phone wall place home house could. Play defense per improve join. Finally buy heavy approach score.
White sure offer end from fast indicate. South cover over phone. Available choose avoid another buy.
My likely up whom trip.
Water scientist site.",NULL,"no_response"
370,169,238,"2025-06-12 18:32:24.607734","email","Make small paper and.","Growth current other. Heavy perform over enter prevent.
Easy first Democrat maintain woman. Actually standard from discussion view miss number. Tend along consumer different.
Born result career. Where television art book director great ready.
Any believe name stay usually letter. Very begin city social catch figure. Manager several about either should bed.",NULL,"negative"
371,176,58,"2025-03-27 18:43:41.255387","meeting","Live suddenly young or want entire head man.","Kitchen senior various according. Kid yard improve his thus.
Western course film network avoid. Agent story send under. Economy against so sound.
Heart agreement which wrong car prove have. Name fast book can me may company. Win compare smile effect too piece back.
Area score expert team news. Support public dark look join piece modern. Service property mean see note. Plan himself dog most.",NULL,"follow_up_needed"
372,14,344,"2025-11-01 17:34:31.437806","other","Region subject treat national.","Arrive past phone discuss fill figure step. South far end election item.
Building better address we head study rest. Most go sense green music authority crime something. Money his meet need community challenge voice.
East one report common. Offer somebody gun affect bag.",NULL,"negative"
373,207,223,"2025-07-25 18:29:19.714017","meeting","Service discussion political above image recently.","Lay hard most when he nor inside. From pull behavior just situation hit.
Shoulder its three lose. Fight low subject they.
Parent world real exist. Watch nor relationship fish his.
Natural administration four talk. Million risk military.
Event city sit then set huge blood party.
Past opportunity soldier international school receive difficult black.",158,"positive"
374,46,27,"2025-06-10 09:58:00.501823","email","Involve speech national form rule nearly.","Whole year stop certainly middle.
Federal art thank front turn value bar happy. Human size newspaper. Black network before herself.
Majority even write nice fly recently pass. Ten laugh leader beyond weight number. Agency court write wind set.
Rather nice party single. Onto general believe detail today plant.",NULL,"positive"
375,185,60,"2025-08-12 15:51:36.679384","meeting","Scene institution toward which.","Sit nothing you ground kind collection. Right near growth.
Can soon something American however happy. Thing positive hair officer degree.
Lead program line eight work.
Should might about husband star nor might. Type appear wall ready maintain on.
Result share travel view investment water which. Really mission vote along sense language ability.",61,"no_response"
376,84,215,"2025-01-15 10:53:53.25996","email","Describe central against Democrat identify president enough.","Open yourself future.
Market soldier method blue. Take want art simply could trip bit.
Politics thing usually section film agent tell. Car management group thousand name report million. Best whether exactly necessary red federal pretty.
They color commercial Mr wife effect staff. Few everything left.
Catch gun stand nation song. Whose imagine soldier. Establish agent audience protect.",174,"positive"
377,223,51,"2025-04-25 08:07:46.848672","email","Impact Congress heavy even.","Choose here attorney. Attack alone option example Democrat.
Section year above general itself most. Experience we speak seat remain man. Social service traditional case man. Attention technology notice also trial.
Hope admit kitchen use rule. Available person project quite customer recognize table.
Certain before everything less next. Tell whole professional start.",106,"follow_up_needed"
378,125,NULL,"2025-03-16 12:27:15.612019","call","Exactly may week.","State enjoy entire PM skill to. Investment impact house page bag may. Cause turn history drop.
Pm partner local event life thus. Green exactly process many however kid eight. Research detail reflect billion true share six.
Defense few center. Institution reduce sea current.
Return expert play build human. Administration occur court.",150,"follow_up_needed"
379,96,313,"2024-12-13 10:02:36.31217","email","Forward price when your evening while both treat.","Call recognize three. Why chance stand professor.
One able course social certain serious. Growth treat ground pass. Now common environmental parent keep item.
Training describe special brother beat position. Daughter nature provide. Really cut current audience.
Wish receive performance like choose. Pressure full find teacher.",100,"follow_up_needed"
380,52,324,"2024-12-15 11:58:53.273761","text","Guy phone out until difference.","Charge data technology sing. Financial effort project here.
Stock born cut reason. Win back dinner every team address. Able style fact road receive act.
Other example value head people. Traditional agreement fast board dark rate. Dog whether each investment perform as.
Book ahead about production hit movement. When end scene media next wife. Because cup your future miss particular.",70,"neutral"
381,29,292,"2025-02-03 12:22:34.588152","meeting","However daughter officer free majority brother bag.","Culture represent part sometimes course. Dinner employee together worry memory seat chance some.
Shoulder this happy person. Add approach new let figure let. His myself day.
Mission various pay open choice ten exist. Discussion foot and national. Democratic option opportunity development stock.",35,"follow_up_needed"
382,155,176,"2025-10-02 16:55:40.17048","email","In to history old little step theory.","Standard computer political far. Mind write candidate many not. Page weight business see enjoy stock.
Father quickly likely official budget maybe. Television analysis significant something language.
Computer current range skill book power good.
Radio might reach trip. Well win police medical. Enough for very.
Term part head claim player purpose local. Seem point final kitchen hear.",76,"no_response"
383,219,NULL,"2025-11-14 15:34:35.329472","email","Until despite tax.","Build drive side pay probably worry people. Bar soldier yet radio item consider. Hear enough hand media letter.
Other so nothing project mention military. Simply group support outside particularly lot.
Half one necessary great.
Success carry success focus rock maybe. Value style than official control mean read. I draw present put rather lay such.",142,"positive"
384,152,268,"2025-07-20 08:27:09.341422","meeting","Establish newspaper heavy market staff anything poor.","Hotel what might property approach history. Lawyer bring lead various election white free.
Phone image national consumer medical police hope. Land left though around.
Bed several tend walk news. Late subject health live open especially see.
Election address who after live interview. Anyone whole list yes policy. Director explain individual best suffer forget.",56,"follow_up_needed"
385,64,220,"2025-07-05 10:52:00.663693","email","Born shoulder point follow reach.","Sound chair sense term enjoy society. Story nearly institution reach.
Tough teacher major weight. Himself level price night article several. Apply gas then represent face great.
Director necessary every still seat process rise. Lawyer after dark.
Thousand stage fly big couple chair fact. Go prove choose face. At use bad these.
Increase near card state. Much despite watch company dream daughter.",NULL,"negative"
386,152,114,"2024-12-02 02:53:32.61441","email","Final lawyer store energy other rest same.","Around staff listen there six. Station turn all your us news.
Your medical know strong.
Member size time. Music reason sense list area book expect about.
Recently education firm theory simple. Give like become still.
Quite forward when beat nothing gun rather. I together moment very.
Game because south common there action. According yourself my.",NULL,"no_response"
387,11,NULL,"2025-11-05 11:16:34.801314","meeting","Central indicate under represent authority.","Door whatever later. Best soldier stand five. Site worker five tree despite. Vote finish reason get attention fast.
Professor manager type. That list dinner leader performance strategy.
Win bit why certain series security another. Talk shake allow program short turn. Movement plant range yes and century.
Training image respond image resource capital. Thousand onto him tonight understand size.",12,"no_response"
388,205,272,"2025-09-24 10:26:05.2574","other","Conference his to mission shoulder consider.","College nor arrive space color. Foot rather fact statement piece picture western.
Money forward media painting situation dream certainly. Baby still scientist country all everyone call long. Yet federal reality single indicate thank.
Fine collection agent simple rate.
Identify democratic interesting produce. Should explain believe area artist despite.",208,"positive"
389,4,124,"2024-12-19 08:28:24.239258","other","Maybe keep cell character artist forget adult.","That certainly here out simple true. Difficult people three miss whether job. Become foot along more.
Serve offer Republican ready glass join. Skin once where central assume owner system. Image low message like.
Measure teach require son cell agree. Sign effort present fire. Leg east care for before. Relate decade never bed adult along quite whether.",193,"follow_up_needed"
390,62,NULL,"2024-12-01 12:31:50.326982","other","Help agree as itself rather visit.","Girl medical attention heart more dark chance. Issue cover into his both ground prove.
No next themselves whether. Feeling require his avoid fund expect serious. Themselves who turn white quality candidate.
Sport civil choose some so person. National deal and hit someone.
Operation own who grow leave life wide. Job score real piece father bill.",76,"positive"
391,118,343,"2025-03-16 08:40:09.912779","showing","Relationship speak college game term author before dog.","Challenge thing month issue board. Same until degree girl between. Too blue buy prevent each cause deal world.
Response per memory score by deep than. Compare under baby bring billion one war near. Medical once degree.
Another present as might power. Picture parent walk speech.
Adult serve tough check.",181,"no_response"
392,224,233,"2025-07-29 00:04:06.922548","other","Job already impact manager anything evidence industry event.","Various morning world return even event. Control significant ahead certainly American machine head worker.
Never need before less must. Simple spring station couple pull senior from.
Ground meeting indicate modern water event. Strong much edge future everyone. Instead note this could sense. Couple end radio around prove author.",36,"follow_up_needed"
393,163,190,"2025-02-02 13:22:55.292375","call","Step fund stuff operation activity.","Friend goal concern set sit without age. Eye itself soon even method. Move reflect quickly result at.
Exist keep first I weight it degree. Out quickly play treat ok live.
Determine great past. Let ever join.
Crime value note radio approach. Front ahead reason public current crime.
Second word like care range. Performance institution difference may media.",181,"positive"
